item_type,item_text,rank,matched_testcase_id,similarity_score,matched_testcase_text
concept,pages,5,TC-System-001,0.7048786878585815,"test case id: tc-system-001 title: user registration process module: system source pages: 2,3 preconditions: test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user fills form fields on the registration page. 2. application initiates registration process. 3. server saves data. 4. server confirms insertion. 5. server generates otp. 6. server saves otp. 7. server requests saved otp. 8. server receives saved otp. 9. server checks saved otp. 10. server sends otp via email. 11. server sends authentication token if otp is valid. expected result: - registration successful with otp sent via email. - authentication token generated and saved."
concept,pages,6,TC-System-003,0.6846857666969299,test case id: tc-system-003 title: password recovery process module: system source pages: 5 preconditions: user has registered and forgotten their password. test data: - valid email: user@example.com - invalid email: invalidemail test steps: 1. user requests password recovery. 2. application sends request to server. 3. server checks email. 4. server generates password recovery token. 5. server saves recovery token. 6. server confirms saving. 7. server sends new password and recovery token. 8. application sends email with link. expected result: - email with password recovery link sent successfully.
concept,repository / controllers,1,TC-System-006,0.7475428581237793,"test case id: tc-system-006 title: messaging process module: system source pages: 8 preconditions: two users are logged in and have an active chat session. test data: - message content: hello! test steps: 1. user 1 inputs message. 2. app1 sends message to app2. 3. app2 sends message to server. 4. server saves message. 5. server confirms saving. 6. app2 shows notification. 7. app2 opens chat. 8. app2 retrieves message. 9. server retrieves message. 10. app2 displays messages. expected result: - message sent and received successfully. - notification shown to user 2. - chat opened and messages displayed. note: for edge cases, assume minimal reasonable assumptions where necessary. <|assistant|>"
concept,repository / controllers,2,TC-System-005,0.6989191770553589,test case id: tc-system-005 title: matchmaking process module: system source pages: 7 preconditions: two users have swiped cards for each other. test data: - user 1 swipes right on user 2. - user 2 swipes right on user 1. test steps: 1. user 1 swipes card for user 2. 2. app1 tracks object preference. 3. server saves preference. 4. server asks if there are matches. 5. server receives response. 6. server checks for matches. 7. server displays match screen. 8. app1 notifies match and opens chat. 9. user 2 swipes card for user 1. 10. app2 tracks object preference. 11. server saves preference. 12. server asks if there are matches. 13. server receives response. 14. server checks for matches. 15. server displays match screen. 16. app2 notifies match and opens chat. expected result: - match screen displayed for both users. - chat opened for both users.
concept,repository / controllers,3,TC-System-002,0.6973534226417542,test case id: tc-system-002 title: user login process module: system source pages: 4 preconditions: user has registered and received an authentication token. test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user inputs email and password into the login form. 2. application validates email and password. 3. server processes login request. 4. server requests password associated with the email. 5. database sends password. 6. server checks password. 7. server generates token. 8. application sends authentication token. 9. server saves authentication token. 10. application opens home screen for user. expected result: - login successful with home screen opened. - authentication token saved.
concept,repository / controllers,4,TC-System-001,0.6956748962402344,"test case id: tc-system-001 title: user registration process module: system source pages: 2,3 preconditions: test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user fills form fields on the registration page. 2. application initiates registration process. 3. server saves data. 4. server confirms insertion. 5. server generates otp. 6. server saves otp. 7. server requests saved otp. 8. server receives saved otp. 9. server checks saved otp. 10. server sends otp via email. 11. server sends authentication token if otp is valid. expected result: - registration successful with otp sent via email. - authentication token generated and saved."
concept,repository / controllers,5,TC-System-004,0.6932381391525269,test case id: tc-system-004 title: card loading process module: system source pages: 6 preconditions: user opens homepage. test data: - preload count: 10 - remaining cards: 5 test steps: 1. user opens homepage. 2. application initiates card loading. 3. server requests 10 objects. 4. database receives 10 objects. 5. server sends 10 objects to fill cards. 6. application loads more cards if needed. 7. server requests next set of 5 objects. 8. database receives 5 objects. 9. server sends 5 objects to fill cards. expected result: - homepage loaded with 15 cards. - additional cards loaded as needed.
concept,repository / controllers,6,TC-System-003,0.6721857190132141,test case id: tc-system-003 title: password recovery process module: system source pages: 5 preconditions: user has registered and forgotten their password. test data: - valid email: user@example.com - invalid email: invalidemail test steps: 1. user requests password recovery. 2. application sends request to server. 3. server checks email. 4. server generates password recovery token. 5. server saves recovery token. 6. server confirms saving. 7. server sends new password and recovery token. 8. application sends email with link. expected result: - email with password recovery link sent successfully.
concept,apihandler,1,TC-System-006,0.7345014810562134,"test case id: tc-system-006 title: messaging process module: system source pages: 8 preconditions: two users are logged in and have an active chat session. test data: - message content: hello! test steps: 1. user 1 inputs message. 2. app1 sends message to app2. 3. app2 sends message to server. 4. server saves message. 5. server confirms saving. 6. app2 shows notification. 7. app2 opens chat. 8. app2 retrieves message. 9. server retrieves message. 10. app2 displays messages. expected result: - message sent and received successfully. - notification shown to user 2. - chat opened and messages displayed. note: for edge cases, assume minimal reasonable assumptions where necessary. <|assistant|>"
concept,apihandler,2,TC-System-005,0.6969884037971497,test case id: tc-system-005 title: matchmaking process module: system source pages: 7 preconditions: two users have swiped cards for each other. test data: - user 1 swipes right on user 2. - user 2 swipes right on user 1. test steps: 1. user 1 swipes card for user 2. 2. app1 tracks object preference. 3. server saves preference. 4. server asks if there are matches. 5. server receives response. 6. server checks for matches. 7. server displays match screen. 8. app1 notifies match and opens chat. 9. user 2 swipes card for user 1. 10. app2 tracks object preference. 11. server saves preference. 12. server asks if there are matches. 13. server receives response. 14. server checks for matches. 15. server displays match screen. 16. app2 notifies match and opens chat. expected result: - match screen displayed for both users. - chat opened for both users.
concept,apihandler,3,TC-System-002,0.687716007232666,test case id: tc-system-002 title: user login process module: system source pages: 4 preconditions: user has registered and received an authentication token. test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user inputs email and password into the login form. 2. application validates email and password. 3. server processes login request. 4. server requests password associated with the email. 5. database sends password. 6. server checks password. 7. server generates token. 8. application sends authentication token. 9. server saves authentication token. 10. application opens home screen for user. expected result: - login successful with home screen opened. - authentication token saved.
concept,apihandler,4,TC-System-001,0.6768379807472229,"test case id: tc-system-001 title: user registration process module: system source pages: 2,3 preconditions: test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user fills form fields on the registration page. 2. application initiates registration process. 3. server saves data. 4. server confirms insertion. 5. server generates otp. 6. server saves otp. 7. server requests saved otp. 8. server receives saved otp. 9. server checks saved otp. 10. server sends otp via email. 11. server sends authentication token if otp is valid. expected result: - registration successful with otp sent via email. - authentication token generated and saved."
concept,apihandler,5,TC-System-004,0.6763555407524109,test case id: tc-system-004 title: card loading process module: system source pages: 6 preconditions: user opens homepage. test data: - preload count: 10 - remaining cards: 5 test steps: 1. user opens homepage. 2. application initiates card loading. 3. server requests 10 objects. 4. database receives 10 objects. 5. server sends 10 objects to fill cards. 6. application loads more cards if needed. 7. server requests next set of 5 objects. 8. database receives 5 objects. 9. server sends 5 objects to fill cards. expected result: - homepage loaded with 15 cards. - additional cards loaded as needed.
concept,apihandler,6,TC-System-003,0.6499000787734985,test case id: tc-system-003 title: password recovery process module: system source pages: 5 preconditions: user has registered and forgotten their password. test data: - valid email: user@example.com - invalid email: invalidemail test steps: 1. user requests password recovery. 2. application sends request to server. 3. server checks email. 4. server generates password recovery token. 5. server saves recovery token. 6. server confirms saving. 7. server sends new password and recovery token. 8. application sends email with link. expected result: - email with password recovery link sent successfully.
concept,mysql,1,TC-System-006,0.7144761681556702,"test case id: tc-system-006 title: messaging process module: system source pages: 8 preconditions: two users are logged in and have an active chat session. test data: - message content: hello! test steps: 1. user 1 inputs message. 2. app1 sends message to app2. 3. app2 sends message to server. 4. server saves message. 5. server confirms saving. 6. app2 shows notification. 7. app2 opens chat. 8. app2 retrieves message. 9. server retrieves message. 10. app2 displays messages. expected result: - message sent and received successfully. - notification shown to user 2. - chat opened and messages displayed. note: for edge cases, assume minimal reasonable assumptions where necessary. <|assistant|>"
concept,mysql,2,TC-System-005,0.6949492692947388,test case id: tc-system-005 title: matchmaking process module: system source pages: 7 preconditions: two users have swiped cards for each other. test data: - user 1 swipes right on user 2. - user 2 swipes right on user 1. test steps: 1. user 1 swipes card for user 2. 2. app1 tracks object preference. 3. server saves preference. 4. server asks if there are matches. 5. server receives response. 6. server checks for matches. 7. server displays match screen. 8. app1 notifies match and opens chat. 9. user 2 swipes card for user 1. 10. app2 tracks object preference. 11. server saves preference. 12. server asks if there are matches. 13. server receives response. 14. server checks for matches. 15. server displays match screen. 16. app2 notifies match and opens chat. expected result: - match screen displayed for both users. - chat opened for both users.
concept,mysql,3,TC-System-002,0.6755062937736511,test case id: tc-system-002 title: user login process module: system source pages: 4 preconditions: user has registered and received an authentication token. test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user inputs email and password into the login form. 2. application validates email and password. 3. server processes login request. 4. server requests password associated with the email. 5. database sends password. 6. server checks password. 7. server generates token. 8. application sends authentication token. 9. server saves authentication token. 10. application opens home screen for user. expected result: - login successful with home screen opened. - authentication token saved.
concept,mysql,4,TC-System-004,0.6752009391784668,test case id: tc-system-004 title: card loading process module: system source pages: 6 preconditions: user opens homepage. test data: - preload count: 10 - remaining cards: 5 test steps: 1. user opens homepage. 2. application initiates card loading. 3. server requests 10 objects. 4. database receives 10 objects. 5. server sends 10 objects to fill cards. 6. application loads more cards if needed. 7. server requests next set of 5 objects. 8. database receives 5 objects. 9. server sends 5 objects to fill cards. expected result: - homepage loaded with 15 cards. - additional cards loaded as needed.
concept,mysql,5,TC-System-001,0.6684693098068237,"test case id: tc-system-001 title: user registration process module: system source pages: 2,3 preconditions: test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user fills form fields on the registration page. 2. application initiates registration process. 3. server saves data. 4. server confirms insertion. 5. server generates otp. 6. server saves otp. 7. server requests saved otp. 8. server receives saved otp. 9. server checks saved otp. 10. server sends otp via email. 11. server sends authentication token if otp is valid. expected result: - registration successful with otp sent via email. - authentication token generated and saved."
concept,mysql,6,TC-System-003,0.6401800513267517,test case id: tc-system-003 title: password recovery process module: system source pages: 5 preconditions: user has registered and forgotten their password. test data: - valid email: user@example.com - invalid email: invalidemail test steps: 1. user requests password recovery. 2. application sends request to server. 3. server checks email. 4. server generates password recovery token. 5. server saves recovery token. 6. server confirms saving. 7. server sends new password and recovery token. 8. application sends email with link. expected result: - email with password recovery link sent successfully.
concept,models,1,TC-System-006,0.7419626712799072,"test case id: tc-system-006 title: messaging process module: system source pages: 8 preconditions: two users are logged in and have an active chat session. test data: - message content: hello! test steps: 1. user 1 inputs message. 2. app1 sends message to app2. 3. app2 sends message to server. 4. server saves message. 5. server confirms saving. 6. app2 shows notification. 7. app2 opens chat. 8. app2 retrieves message. 9. server retrieves message. 10. app2 displays messages. expected result: - message sent and received successfully. - notification shown to user 2. - chat opened and messages displayed. note: for edge cases, assume minimal reasonable assumptions where necessary. <|assistant|>"
concept,models,2,TC-System-005,0.6924883127212524,test case id: tc-system-005 title: matchmaking process module: system source pages: 7 preconditions: two users have swiped cards for each other. test data: - user 1 swipes right on user 2. - user 2 swipes right on user 1. test steps: 1. user 1 swipes card for user 2. 2. app1 tracks object preference. 3. server saves preference. 4. server asks if there are matches. 5. server receives response. 6. server checks for matches. 7. server displays match screen. 8. app1 notifies match and opens chat. 9. user 2 swipes card for user 1. 10. app2 tracks object preference. 11. server saves preference. 12. server asks if there are matches. 13. server receives response. 14. server checks for matches. 15. server displays match screen. 16. app2 notifies match and opens chat. expected result: - match screen displayed for both users. - chat opened for both users.
concept,models,3,TC-System-002,0.6856421828269958,test case id: tc-system-002 title: user login process module: system source pages: 4 preconditions: user has registered and received an authentication token. test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user inputs email and password into the login form. 2. application validates email and password. 3. server processes login request. 4. server requests password associated with the email. 5. database sends password. 6. server checks password. 7. server generates token. 8. application sends authentication token. 9. server saves authentication token. 10. application opens home screen for user. expected result: - login successful with home screen opened. - authentication token saved.
concept,models,4,TC-System-001,0.6799940466880798,"test case id: tc-system-001 title: user registration process module: system source pages: 2,3 preconditions: test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user fills form fields on the registration page. 2. application initiates registration process. 3. server saves data. 4. server confirms insertion. 5. server generates otp. 6. server saves otp. 7. server requests saved otp. 8. server receives saved otp. 9. server checks saved otp. 10. server sends otp via email. 11. server sends authentication token if otp is valid. expected result: - registration successful with otp sent via email. - authentication token generated and saved."
concept,models,5,TC-System-004,0.6682245135307312,test case id: tc-system-004 title: card loading process module: system source pages: 6 preconditions: user opens homepage. test data: - preload count: 10 - remaining cards: 5 test steps: 1. user opens homepage. 2. application initiates card loading. 3. server requests 10 objects. 4. database receives 10 objects. 5. server sends 10 objects to fill cards. 6. application loads more cards if needed. 7. server requests next set of 5 objects. 8. database receives 5 objects. 9. server sends 5 objects to fill cards. expected result: - homepage loaded with 15 cards. - additional cards loaded as needed.
concept,models,6,TC-System-003,0.6578835248947144,test case id: tc-system-003 title: password recovery process module: system source pages: 5 preconditions: user has registered and forgotten their password. test data: - valid email: user@example.com - invalid email: invalidemail test steps: 1. user requests password recovery. 2. application sends request to server. 3. server checks email. 4. server generates password recovery token. 5. server saves recovery token. 6. server confirms saving. 7. server sends new password and recovery token. 8. application sends email with link. expected result: - email with password recovery link sent successfully.
concept,controllers,1,TC-System-006,0.7432531714439392,"test case id: tc-system-006 title: messaging process module: system source pages: 8 preconditions: two users are logged in and have an active chat session. test data: - message content: hello! test steps: 1. user 1 inputs message. 2. app1 sends message to app2. 3. app2 sends message to server. 4. server saves message. 5. server confirms saving. 6. app2 shows notification. 7. app2 opens chat. 8. app2 retrieves message. 9. server retrieves message. 10. app2 displays messages. expected result: - message sent and received successfully. - notification shown to user 2. - chat opened and messages displayed. note: for edge cases, assume minimal reasonable assumptions where necessary. <|assistant|>"
concept,controllers,2,TC-System-005,0.7010826468467712,test case id: tc-system-005 title: matchmaking process module: system source pages: 7 preconditions: two users have swiped cards for each other. test data: - user 1 swipes right on user 2. - user 2 swipes right on user 1. test steps: 1. user 1 swipes card for user 2. 2. app1 tracks object preference. 3. server saves preference. 4. server asks if there are matches. 5. server receives response. 6. server checks for matches. 7. server displays match screen. 8. app1 notifies match and opens chat. 9. user 2 swipes card for user 1. 10. app2 tracks object preference. 11. server saves preference. 12. server asks if there are matches. 13. server receives response. 14. server checks for matches. 15. server displays match screen. 16. app2 notifies match and opens chat. expected result: - match screen displayed for both users. - chat opened for both users.
concept,controllers,3,TC-System-002,0.6977958679199219,test case id: tc-system-002 title: user login process module: system source pages: 4 preconditions: user has registered and received an authentication token. test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user inputs email and password into the login form. 2. application validates email and password. 3. server processes login request. 4. server requests password associated with the email. 5. database sends password. 6. server checks password. 7. server generates token. 8. application sends authentication token. 9. server saves authentication token. 10. application opens home screen for user. expected result: - login successful with home screen opened. - authentication token saved.
concept,controllers,4,TC-System-004,0.6927666068077087,test case id: tc-system-004 title: card loading process module: system source pages: 6 preconditions: user opens homepage. test data: - preload count: 10 - remaining cards: 5 test steps: 1. user opens homepage. 2. application initiates card loading. 3. server requests 10 objects. 4. database receives 10 objects. 5. server sends 10 objects to fill cards. 6. application loads more cards if needed. 7. server requests next set of 5 objects. 8. database receives 5 objects. 9. server sends 5 objects to fill cards. expected result: - homepage loaded with 15 cards. - additional cards loaded as needed.
concept,controllers,5,TC-System-001,0.6920084953308105,"test case id: tc-system-001 title: user registration process module: system source pages: 2,3 preconditions: test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user fills form fields on the registration page. 2. application initiates registration process. 3. server saves data. 4. server confirms insertion. 5. server generates otp. 6. server saves otp. 7. server requests saved otp. 8. server receives saved otp. 9. server checks saved otp. 10. server sends otp via email. 11. server sends authentication token if otp is valid. expected result: - registration successful with otp sent via email. - authentication token generated and saved."
concept,controllers,6,TC-System-003,0.6674224138259888,test case id: tc-system-003 title: password recovery process module: system source pages: 5 preconditions: user has registered and forgotten their password. test data: - valid email: user@example.com - invalid email: invalidemail test steps: 1. user requests password recovery. 2. application sends request to server. 3. server checks email. 4. server generates password recovery token. 5. server saves recovery token. 6. server confirms saving. 7. server sends new password and recovery token. 8. application sends email with link. expected result: - email with password recovery link sent successfully.
concept,jobs,1,TC-System-006,0.7374168634414673,"test case id: tc-system-006 title: messaging process module: system source pages: 8 preconditions: two users are logged in and have an active chat session. test data: - message content: hello! test steps: 1. user 1 inputs message. 2. app1 sends message to app2. 3. app2 sends message to server. 4. server saves message. 5. server confirms saving. 6. app2 shows notification. 7. app2 opens chat. 8. app2 retrieves message. 9. server retrieves message. 10. app2 displays messages. expected result: - message sent and received successfully. - notification shown to user 2. - chat opened and messages displayed. note: for edge cases, assume minimal reasonable assumptions where necessary. <|assistant|>"
concept,jobs,2,TC-System-005,0.7049790620803833,test case id: tc-system-005 title: matchmaking process module: system source pages: 7 preconditions: two users have swiped cards for each other. test data: - user 1 swipes right on user 2. - user 2 swipes right on user 1. test steps: 1. user 1 swipes card for user 2. 2. app1 tracks object preference. 3. server saves preference. 4. server asks if there are matches. 5. server receives response. 6. server checks for matches. 7. server displays match screen. 8. app1 notifies match and opens chat. 9. user 2 swipes card for user 1. 10. app2 tracks object preference. 11. server saves preference. 12. server asks if there are matches. 13. server receives response. 14. server checks for matches. 15. server displays match screen. 16. app2 notifies match and opens chat. expected result: - match screen displayed for both users. - chat opened for both users.
concept,jobs,3,TC-System-002,0.6924611330032349,test case id: tc-system-002 title: user login process module: system source pages: 4 preconditions: user has registered and received an authentication token. test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user inputs email and password into the login form. 2. application validates email and password. 3. server processes login request. 4. server requests password associated with the email. 5. database sends password. 6. server checks password. 7. server generates token. 8. application sends authentication token. 9. server saves authentication token. 10. application opens home screen for user. expected result: - login successful with home screen opened. - authentication token saved.
concept,jobs,4,TC-System-001,0.6845149397850037,"test case id: tc-system-001 title: user registration process module: system source pages: 2,3 preconditions: test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user fills form fields on the registration page. 2. application initiates registration process. 3. server saves data. 4. server confirms insertion. 5. server generates otp. 6. server saves otp. 7. server requests saved otp. 8. server receives saved otp. 9. server checks saved otp. 10. server sends otp via email. 11. server sends authentication token if otp is valid. expected result: - registration successful with otp sent via email. - authentication token generated and saved."
concept,jobs,5,TC-System-004,0.6735405921936035,test case id: tc-system-004 title: card loading process module: system source pages: 6 preconditions: user opens homepage. test data: - preload count: 10 - remaining cards: 5 test steps: 1. user opens homepage. 2. application initiates card loading. 3. server requests 10 objects. 4. database receives 10 objects. 5. server sends 10 objects to fill cards. 6. application loads more cards if needed. 7. server requests next set of 5 objects. 8. database receives 5 objects. 9. server sends 5 objects to fill cards. expected result: - homepage loaded with 15 cards. - additional cards loaded as needed.
concept,jobs,6,TC-System-003,0.6541242599487305,test case id: tc-system-003 title: password recovery process module: system source pages: 5 preconditions: user has registered and forgotten their password. test data: - valid email: user@example.com - invalid email: invalidemail test steps: 1. user requests password recovery. 2. application sends request to server. 3. server checks email. 4. server generates password recovery token. 5. server saves recovery token. 6. server confirms saving. 7. server sends new password and recovery token. 8. application sends email with link. expected result: - email with password recovery link sent successfully.
concept,cdn,1,TC-System-006,0.7413527369499207,"test case id: tc-system-006 title: messaging process module: system source pages: 8 preconditions: two users are logged in and have an active chat session. test data: - message content: hello! test steps: 1. user 1 inputs message. 2. app1 sends message to app2. 3. app2 sends message to server. 4. server saves message. 5. server confirms saving. 6. app2 shows notification. 7. app2 opens chat. 8. app2 retrieves message. 9. server retrieves message. 10. app2 displays messages. expected result: - message sent and received successfully. - notification shown to user 2. - chat opened and messages displayed. note: for edge cases, assume minimal reasonable assumptions where necessary. <|assistant|>"
concept,cdn,2,TC-System-005,0.6901581287384033,test case id: tc-system-005 title: matchmaking process module: system source pages: 7 preconditions: two users have swiped cards for each other. test data: - user 1 swipes right on user 2. - user 2 swipes right on user 1. test steps: 1. user 1 swipes card for user 2. 2. app1 tracks object preference. 3. server saves preference. 4. server asks if there are matches. 5. server receives response. 6. server checks for matches. 7. server displays match screen. 8. app1 notifies match and opens chat. 9. user 2 swipes card for user 1. 10. app2 tracks object preference. 11. server saves preference. 12. server asks if there are matches. 13. server receives response. 14. server checks for matches. 15. server displays match screen. 16. app2 notifies match and opens chat. expected result: - match screen displayed for both users. - chat opened for both users.
concept,cdn,3,TC-System-002,0.6849229335784912,test case id: tc-system-002 title: user login process module: system source pages: 4 preconditions: user has registered and received an authentication token. test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user inputs email and password into the login form. 2. application validates email and password. 3. server processes login request. 4. server requests password associated with the email. 5. database sends password. 6. server checks password. 7. server generates token. 8. application sends authentication token. 9. server saves authentication token. 10. application opens home screen for user. expected result: - login successful with home screen opened. - authentication token saved.
concept,cdn,4,TC-System-001,0.6840866804122925,"test case id: tc-system-001 title: user registration process module: system source pages: 2,3 preconditions: test data: - valid email: user@example.com - valid password: password123 - invalid email: invalidemail - invalid password: short test steps: 1. user fills form fields on the registration page. 2. application initiates registration process. 3. server saves data. 4. server confirms insertion. 5. server generates otp. 6. server saves otp. 7. server requests saved otp. 8. server receives saved otp. 9. server checks saved otp. 10. server sends otp via email. 11. server sends authentication token if otp is valid. expected result: - registration successful with otp sent via email. - authentication token generated and saved."
concept,cdn,5,TC-System-004,0.6837977170944214,test case id: tc-system-004 title: card loading process module: system source pages: 6 preconditions: user opens homepage. test data: - preload count: 10 - remaining cards: 5 test steps: 1. user opens homepage. 2. application initiates card loading. 3. server requests 10 objects. 4. database receives 10 objects. 5. server sends 10 objects to fill cards. 6. application loads more cards if needed. 7. server requests next set of 5 objects. 8. database receives 5 objects. 9. server sends 5 objects to fill cards. expected result: - homepage loaded with 15 cards. - additional cards loaded as needed.
concept,cdn,6,TC-System-003,0.6539530754089355,test case id: tc-system-003 title: password recovery process module: system source pages: 5 preconditions: user has registered and forgotten their password. test data: - valid email: user@example.com - invalid email: invalidemail test steps: 1. user requests password recovery. 2. application sends request to server. 3. server checks email. 4. server generates password recovery token. 5. server saves recovery token. 6. server confirms saving. 7. server sends new password and recovery token. 8. application sends email with link. expected result: - email with password recovery link sent successfully.
